"Language","Survey_Date","State","Risky_Hydro","Risky_Solar","Risky_Wind","Risky_Nuclear","Risky_Coal","Risky_Gas","Risky_Oil","Risky_INDHydro","Risky_INDSolar","Risky_INDWind","Risky_INDBiogas","Risky_INDDiesel","Risky_INDKerosene","Risky_INDFirewoodetc","Risky_INDLPG","Ben_Hydro","Ben_Solar","Ben_Wind","Ben_Nuclear","Ben_Coal","Ben_Gas","Ben_Oil","Ben_INDHydro","Ben_INDSolar","Ben_INDWind","Ben_INDDiesel","Ben_INDBiogas","Ben_INDFirewoodetc","Ben_INDLPG","Ben_INDKerosene","N_accept","N_reluctantlyaccept","N_reject","K_IINTRFER","K_IPRIVACY","K_SHARM","K_IPROTECT","K_SLIMCHOI","K_SPROTECT","K_HEQUAL","K_HREVDIS1","K_EDISCRIM","K_ERADEQ1","K_EWEALTH","K_ERADEQ2","DECISIONDECEN","DECISIONCEN","SYSTEMTOTAL","SYSTEMTECHNO","SYSTEMDEMO","SYSTEMRELIGION","INDUSTRYSMALL","INDUSTRYLARGE","ECONOMYLOCAL","ECONOMYGLOBAL","DEVOVERENV","ENVOVERDEV","OWNERPVT","OWNERPUB","OWNERREG","OWNERNOREG","WEALTHLIM","MECHANISATION","DISPLACESOLAR","POLLUTESOLAR","HEALTHSOLAR","JOBSSOLAR","BEAUTYSOLAR","PRIDESOLAR","NPRIDESOLAR","DEVSOLAR","PROSPERSOLAR","RELYSOLAR","DISPLACEROOFS","POLLUTEROOFS","HEALTHROOFS","JOBSROOFS","BEAUTYROOFS","PRIDEROOFS","NPRIDEROOFS","DEVROOFS","PROSPERROOFS","RELYROOFS","DISPLACEDIESEL","POLLUTEDIESEL","HEALTHDIESEL","JOBSDIESEL","BEAUTYDIESEL","PRIDEDIESEL","NPRIDEDIESEL","DEVDIESEL","PROSPERDIESEL","RELYDIESEL","DISPLACEFIRE","POLLUTEFIRE","HEALTHFIRE","JOBSFIRE","BEAUTYFIRE","PRIDEFIRE","NPRIDEFIRE","DEVFIRE","PROSPERFIRE","RELYFIRE","DISPLACECOAL","POLLUTECOAL","HEALTHCOAL","JOBSCOAL","BEAUTYCOAL","PRIDECOAL","NPRIDECOAL","DEVCOAL","PROSPERCOAL","RELYCOAL","DISPLACENUCLEAR","POLLUTENUCLEAR","HEALTHNUCLEAR","JOBSNUCLEAR","BEAUTYNUCLEAR","PRIDENUCLEAR","NPRIDENUCLEAR","DEVNUCLEAR","PROSPERNUCLEAR","RELYNUCLEAR","Age","Urban_Rural","Gender","Caste","Religion","Otherreligion"
"HI","24-12-2021","Rajasthan",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,1,1,5,1,1,5,5,1,1,1,1,2,1,1,5,5,5,1,5,1,5,5,1,5,1,1,5,5,5,1,1,NA,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,2,NA,5,5,5,5,5,5,5,5,5,5,5,"18-24 years old","Rural","Male","General","Hinduism",NA
"HI","24-12-2021","UP",4,1,NA,NA,NA,4,3,4,2,2,3,1,2,1,4,4,3,2,NA,3,3,3,3,2,2,3,3,4,4,3,NA,2,1,2,2,2,2,2,2,4,1,2,4,4,2,2,4,2,4,4,1,2,5,2,2,4,2,4,2,2,2,3,4,1,1,1,2,1,5,5,5,5,4,1,1,1,1,1,4,4,4,2,4,1,4,4,1,4,1,1,1,1,5,1,4,4,1,4,2,1,1,1,5,2,4,4,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"65-74 years old","Rural","Male","Brahmin","Hinduism",NA
"HI","24-12-2021","Rajasthan",5,2,4,5,4,4,4,5,2,4,4,2,2,1,5,4,5,4,4,4,4,4,4,5,4,5,4,5,5,5,3,3,3,5,5,1,1,1,1,5,5,1,1,1,1,5,1,1,5,5,5,1,5,1,5,5,1,5,1,1,5,5,5,1,1,4,4,2,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,1,1,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,1,5,5,5,"35-44 years old","Rural","Male","SC","Hinduism",NA
"HI","24-12-2021","Rajasthan",2,1,NA,NA,2,2,1,2,1,NA,NA,1,1,1,2,4,4,NA,NA,2,4,5,4,4,NA,4,NA,4,4,4,4,1,1,NA,NA,1,4,1,2,NA,NA,2,2,1,2,NA,2,NA,NA,5,5,1,4,NA,4,4,NA,3,3,NA,NA,5,5,1,2,2,NA,NA,5,4,5,NA,2,1,2,1,2,NA,NA,5,4,4,5,1,4,4,NA,4,NA,5,5,NA,1,1,4,4,NA,4,NA,NA,3,NA,4,NA,4,4,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,"25-34 years old","Rural","Male","SC","Hinduism",NA
"HI","24-12-2021","UP",2,1,2,2,2,2,2,2,1,2,2,1,2,1,3,4,4,2,2,2,2,2,4,2,2,3,2,3,3,2,3,2,2,2,2,1,2,2,2,4,2,3,2,4,2,2,4,2,2,4,1,2,5,NA,NA,4,4,2,2,2,4,NA,NA,1,1,4,4,2,4,4,4,2,4,2,1,2,2,2,4,4,2,2,4,1,4,4,1,2,4,3,2,1,4,1,4,1,1,3,3,3,4,4,5,4,4,4,2,4,2,2,2,2,2,2,2,4,4,2,NA,NA,4,2,2,"18-24 years old","Rural","Male","SC","Hinduism",NA
"HI","24-12-2021","Rajasthan",4,4,4,4,3,3,1,3,4,3,4,4,3,4,4,4,2,4,5,4,4,4,4,5,4,4,4,4,5,5,3,3,3,5,4,2,1,1,5,4,5,1,3,2,1,4,2,5,5,5,5,1,5,1,4,4,2,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,4,4,4,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,NA,5,5,"25-34 years old","Rural","Male","General","Hinduism",NA
"HI","24-12-2021","Rajasthan",1,1,1,NA,4,3,1,1,1,1,2,1,1,3,3,4,4,4,NA,3,3,3,4,4,4,3,3,2,3,3,NA,NA,NA,3,3,2,3,3,3,4,1,5,2,2,1,3,2,2,4,4,1,3,4,3,3,2,2,3,3,3,3,4,5,1,1,1,4,2,5,5,5,5,5,1,1,1,4,2,4,4,4,4,4,1,4,4,3,4,3,3,3,3,3,1,4,4,3,4,3,3,2,2,2,3,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Rural","Male","OBC","Hinduism",NA
"MAR","24-12-2021","Maharashtra",2,1,2,1,4,4,4,4,4,4,4,5,4,5,4,4,5,5,5,4,4,5,4,4,4,4,4,5,5,5,4,3,4,4,4,2,4,2,2,4,5,1,1,4,1,2,2,5,2,2,5,2,2,2,2,5,2,4,2,4,4,2,4,4,4,4,2,4,2,2,2,4,4,4,2,2,4,2,4,4,4,4,4,4,5,4,4,4,2,2,2,2,2,4,5,4,5,4,2,2,2,4,5,4,5,5,4,5,2,2,4,2,4,4,5,4,2,2,4,1,4,1,5,"35-44 years old","Urban","Male","OBC","Hinduism",NA
"HI","24-12-2021","Rajasthan",2,1,NA,NA,2,NA,NA,2,1,5,5,1,1,1,2,5,1,NA,NA,4,4,4,4,4,NA,4,4,4,4,4,NA,1,1,NA,5,1,NA,2,2,3,NA,2,2,2,2,NA,NA,NA,4,3,4,2,4,NA,4,4,NA,4,3,NA,NA,5,5,1,1,2,NA,NA,NA,5,5,NA,NA,1,2,NA,2,1,4,4,5,NA,4,1,4,4,NA,4,NA,4,4,NA,1,1,4,4,NA,4,NA,4,5,NA,5,1,4,4,NA,4,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"25-34 years old","Rural","Male","General","Hinduism",NA
"HI","24-12-2021","UP",4,1,2,2,2,2,2,4,2,2,2,1,2,1,4,4,4,4,NA,2,2,2,4,3,2,4,3,4,4,3,NA,1,1,NA,3,1,2,1,2,4,4,2,2,4,2,2,4,2,4,4,2,2,4,NA,NA,5,2,3,3,2,4,NA,5,1,1,1,3,1,5,5,5,4,4,1,1,1,1,1,1,4,4,2,4,1,1,2,1,4,4,4,4,1,4,1,4,1,1,4,4,4,4,4,5,4,4,3,4,2,4,4,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,2,"35-44 years old","Rural","Male","Brahmin","Hinduism",NA
"MAR","24-12-2021","Maharashtra",3,3,4,5,4,4,4,4,2,4,4,3,3,2,5,3,4,5,4,4,4,3,3,5,3,4,2,4,4,3,4,2,4,4,2,2,4,4,2,4,5,2,2,2,2,4,2,2,4,4,2,2,4,4,4,4,4,4,2,4,4,2,4,2,2,2,2,3,4,3,4,4,NA,3,2,2,2,2,4,4,4,5,3,2,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34 years old","Urban","Male","General","Hinduism",NA
"HI","24-12-2021","Rajasthan",1,1,1,NA,4,4,1,1,1,1,3,1,1,3,1,4,4,4,NA,3,3,3,4,4,4,3,3,2,3,3,NA,NA,NA,NA,NA,NA,3,3,3,4,1,5,1,1,1,3,2,1,5,5,1,4,4,4,4,1,2,2,2,2,3,4,5,1,1,1,4,2,4,4,4,4,4,1,1,1,5,2,4,5,4,5,5,1,4,4,3,4,4,3,2,3,3,1,4,4,3,4,2,2,3,3,3,3,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34 years old","Rural","Male","OBC","Hinduism",NA
"HI","24-12-2021","Rajasthan",NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,4,4,2,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA,4,NA,4,4,4,1,3,NA,5,4,2,1,1,2,5,5,1,1,1,1,5,1,5,5,5,5,1,5,1,5,5,1,5,1,1,5,5,5,4,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,2,5,5,5,5,2,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Rural","Male","General","Hinduism",NA
"HI","24-12-2021","Maharashtra",1,1,1,4,4,4,5,1,1,1,4,4,4,4,5,4,4,4,3,2,3,3,4,5,5,4,3,5,4,3,3,3,3,4,4,3,4,2,4,4,5,1,1,4,2,2,4,4,2,2,4,2,4,2,2,2,2,2,2,2,2,4,5,4,4,4,4,4,2,2,4,2,4,4,4,4,2,4,2,2,2,2,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,4,2,2,2,4,2,4,4,4,4,2,4,2,2,2,4,4,4,4,4,4,2,4,2,3,4,"35-44 years old","Rural","Male","OBC","Hinduism",NA
"HI","24-12-2021","UP",5,1,2,NA,NA,3,3,4,2,2,2,2,3,1,4,4,4,2,NA,3,4,3,4,3,2,4,3,4,4,4,NA,1,2,NA,NA,2,2,2,2,4,2,3,4,4,1,1,4,1,1,5,1,2,5,NA,NA,5,4,4,3,2,2,2,5,1,1,1,1,1,4,4,4,4,4,2,1,4,4,2,4,4,NA,NA,5,1,4,4,1,2,4,4,2,2,4,1,4,4,1,2,4,4,2,2,5,NA,NA,4,4,4,NA,NA,NA,NA,4,1,4,4,4,2,4,4,NA,NA,4,"35-44 years old","Rural","Female","Brahmin","Hinduism",NA
"HI","24-12-2021","Rajasthan",1,1,1,5,4,3,1,1,1,1,2,1,1,2,3,4,4,4,2,3,3,3,4,4,4,4,3,2,3,3,3,3,3,3,3,3,NA,3,3,4,1,5,2,2,1,3,2,2,4,4,1,3,4,4,4,2,2,3,3,3,3,4,5,1,1,1,4,2,4,4,4,4,4,1,1,1,4,2,5,4,5,5,5,1,4,4,3,4,3,3,4,3,3,1,4,4,3,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Urban","Male","General","Jainism",NA
"HI","24-12-2021","Rajasthan",1,1,1,NA,3,3,1,1,1,1,3,1,1,2,3,4,4,5,NA,3,3,3,4,4,4,3,3,2,3,3,NA,NA,NA,4,3,3,2,3,4,4,1,5,1,2,1,3,2,2,5,5,1,3,4,4,4,2,2,3,2,2,3,4,5,1,1,1,4,2,4,4,4,4,4,1,1,1,4,2,4,4,4,4,4,1,4,4,3,4,3,3,3,3,3,1,4,4,2,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34 years old","Rural","Male","OBC","Hinduism",NA
"MAR","24-12-2021","Maharashtra",3,2,4,3,4,5,5,4,3,3,4,4,5,5,5,3,3,3,3,5,4,4,4,5,4,3,5,5,5,3,4,2,2,5,4,4,4,1,2,5,5,1,1,1,1,2,2,5,3,4,4,4,4,2,4,2,2,2,2,2,2,4,4,3,4,5,2,2,4,4,4,4,4,2,4,4,4,2,4,3,4,4,NA,2,5,2,4,2,4,4,4,4,NA,5,4,4,4,2,5,NA,NA,4,3,4,5,5,4,4,2,2,3,3,3,2,2,3,4,2,4,4,5,5,4,"25-34 years old","Urban","Male","General","Hinduism",NA
"MAR","24-12-2021","Maharashtra",1,1,1,2,3,3,4,4,1,1,4,4,5,4,4,3,4,4,5,3,3,3,4,3,4,4,5,4,5,4,3,4,3,4,2,4,5,4,2,4,5,1,1,4,1,2,2,4,2,4,3,2,2,4,4,2,4,2,4,2,4,2,5,4,4,5,4,5,2,2,2,2,1,4,2,2,4,2,2,2,2,4,5,4,5,4,5,4,2,2,2,2,1,4,5,4,5,4,2,4,2,4,2,4,4,4,4,4,2,2,2,2,4,4,4,5,4,4,2,2,2,4,1,"35-44 years old","Rural","Male","OBC","Hinduism",NA
"HI","24-12-2021","Maharashtra",4,4,3,4,5,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,3,3,3,4,4,2,5,3,3,3,4,5,2,4,3,NA,4,4,2,2,2,1,4,1,3,2,4,1,2,4,4,1,1,5,4,5,5,4,4,5,4,2,2,5,2,4,4,4,4,5,1,1,1,4,2,4,4,4,4,4,4,5,5,4,4,2,2,2,2,2,4,4,5,4,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34 years old","Urban","Female","SC","Hinduism",NA
"HI","24-12-2021","UP",2,1,1,1,2,3,3,1,2,4,1,1,2,5,4,3,3,3,1,5,4,4,3,3,2,1,3,3,4,4,3,2,2,3,2,2,4,2,3,3,3,2,4,3,2,4,2,5,4,4,3,2,2,3,4,5,2,4,4,2,4,3,3,4,3,1,5,5,3,4,4,4,4,3,2,1,5,4,2,5,5,4,2,4,3,1,3,3,5,5,4,4,5,3,1,5,4,4,4,3,4,4,4,4,2,3,4,5,5,5,4,4,5,4,2,1,5,5,5,4,5,4,4,"35-44 years old","Rural","Male","SC","Sikhism",NA
"MAR","24-12-2021","Maharashtra",4,3,3,5,5,4,3,4,4,4,2,3,2,2,4,4,4,4,4,4,4,4,4,5,4,4,4,2,4,2,4,1,1,5,4,5,1,5,2,4,4,2,2,2,1,NA,1,5,5,5,1,2,4,2,5,1,3,5,2,2,4,1,4,2,2,2,4,2,4,4,4,4,4,4,2,2,4,2,4,4,5,4,5,5,3,4,4,4,1,2,1,1,4,4,4,4,4,4,1,1,1,1,1,5,4,5,3,2,4,4,4,4,5,1,1,1,4,1,5,5,5,5,5,"55-64 years old","Urban","Female",NA,"Hinduism",NA
"MAR","24-12-2021","Maharashtra",NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,5,5,3,2,2,4,4,4,4,5,1,3,5,4,1,2,1,1,4,3,5,2,4,4,2,5,4,4,5,4,5,2,2,2,4,2,2,2,NA,NA,2,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,4,4,3,NA,NA,NA,NA,2,5,4,5,5,2,3,5,4,4,4,5,5,3,4,3,3,3,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"25-34 years old","Urban","Female","SC","Buddhism",NA
"HI","24-12-2021","Maharashtra",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,2,4,3,4,1,1,4,4,5,4,5,5,5,5,1,1,1,1,2,2,3,3,4,4,1,3,1,3,3,5,1,5,4,2,2,1,4,1,1,5,4,5,4,5,5,5,4,3,3,4,2,4,5,4,4,4,5,5,5,5,5,3,3,3,3,4,1,4,4,5,4,4,1,1,1,4,4,4,5,5,4,5,4,5,4,5,4,1,1,4,1,5,5,5,5,5,"25-34 years old","Urban","Female","General","Agnostism/ Atheism",NA
"HI","24-12-2021","Rajasthan",NA,1,NA,NA,NA,2,2,NA,1,NA,NA,1,1,1,2,3,4,2,NA,5,4,4,2,4,NA,4,4,4,4,4,NA,NA,2,NA,3,2,4,2,1,3,3,2,2,2,2,NA,2,3,NA,4,4,1,5,3,NA,NA,3,3,3,2,3,5,5,2,2,2,NA,NA,4,5,5,NA,2,NA,2,2,NA,2,4,4,5,4,4,2,4,2,NA,4,NA,4,4,NA,4,2,4,4,2,4,NA,2,NA,NA,5,NA,4,NA,4,4,NA,4,5,4,2,NA,NA,NA,NA,NA,NA,4,5,NA,NA,"45-54 years old","Rural","Male","OBC","Hinduism",NA
"MAR","24-12-2021","Maharashtra",5,4,4,3,4,3,4,3,4,5,5,4,2,2,1,3,4,3,3,5,3,2,5,4,4,2,2,2,4,2,NA,NA,NA,5,5,1,NA,1,2,5,4,2,2,1,1,4,5,1,1,5,1,1,4,1,4,4,5,2,3,4,2,2,5,4,1,1,4,1,4,5,4,5,5,4,1,1,4,1,4,4,4,5,5,4,5,5,5,5,4,2,2,2,5,4,4,4,5,5,2,2,2,2,5,4,3,5,4,4,4,5,5,4,4,4,1,4,4,1,4,4,4,4,4,"25-34 years old","Urban","Female",NA,"Hinduism",NA
"MAR","24-12-2021","Maharashtra",3,3,3,4,4,3,3,4,3,3,3,3,2,2,4,3,3,3,4,5,4,4,4,3,3,2,2,2,4,2,NA,1,1,2,3,3,3,2,1,5,5,1,1,1,1,1,4,3,4,4,1,2,4,3,2,1,2,4,1,2,4,5,5,1,1,1,4,5,5,5,5,5,5,4,1,1,4,4,4,4,4,4,5,2,4,4,4,4,1,1,1,1,4,4,4,4,4,4,2,2,2,2,4,4,5,5,4,4,4,4,4,4,5,5,1,1,4,1,4,4,4,4,5,"25-34 years old","Rural","Female",NA,"Agnostism/ Atheism",NA
"MAR","24-12-2021","Maharashtra",3,3,3,4,4,3,3,4,3,3,3,3,2,2,4,3,3,3,4,5,4,4,4,3,3,2,2,2,4,2,4,1,1,2,3,3,3,2,1,5,5,1,1,1,1,1,4,2,4,4,1,2,4,3,2,1,2,4,1,2,4,5,5,1,1,1,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,5,2,4,4,4,4,1,1,1,1,4,4,4,4,4,4,2,2,2,2,4,4,5,5,4,4,4,4,4,4,5,5,1,1,4,4,4,4,4,4,5,"25-34 years old","Rural","Female",NA,"Agnostism/ Atheism",NA
"HI","25-12-2021","Rajasthan",NA,1,NA,NA,2,4,1,NA,1,NA,NA,1,1,1,4,4,4,3,NA,4,4,5,4,4,NA,4,NA,3,4,4,NA,NA,2,3,3,1,4,1,2,NA,3,2,2,2,2,3,2,NA,3,4,5,1,5,4,4,5,4,4,4,1,3,5,5,1,2,2,NA,2,4,4,5,4,2,1,2,2,NA,2,4,5,5,3,5,1,4,4,NA,4,4,5,5,NA,5,2,4,4,NA,4,NA,3,4,4,5,NA,4,4,4,4,NA,5,5,NA,2,NA,NA,NA,4,NA,NA,5,5,NA,NA,"25-34 years old","Rural","Male","OBC","Hinduism",NA
"HI","25-12-2021","Rajasthan",3,3,3,5,5,5,5,3,3,3,5,2,2,2,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,NA,2,2,1,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,1,5,1,5,3,3,2,1,1,5,4,5,1,1,5,5,5,1,4,5,5,5,5,1,5,5,1,4,4,4,4,4,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,"35-44 years old","Rural","Male","OBC","Islam",NA
"HI","25-12-2021","Maharashtra",4,4,4,5,5,3,5,3,4,5,3,2,3,3,1,5,5,3,4,3,4,5,4,4,4,3,4,3,3,2,3,3,3,4,5,1,5,3,2,4,5,2,NA,1,2,4,2,5,4,3,4,1,4,1,5,1,2,4,2,2,5,4,2,4,1,1,3,4,5,4,5,5,4,4,1,2,4,2,4,4,4,4,5,4,4,4,5,4,4,5,5,4,4,4,4,4,5,3,3,3,3,4,5,4,5,5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34 years old","Urban","Male","OBC","Hinduism",NA
"HI","25-12-2021","Rajasthan",1,1,NA,NA,2,2,1,1,1,NA,NA,1,1,1,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,NA,1,4,1,1,NA,NA,2,2,1,2,2,2,NA,NA,4,5,2,5,1,NA,NA,NA,4,4,2,5,5,5,1,1,1,NA,1,4,4,5,NA,5,1,1,2,NA,1,1,5,5,NA,5,1,4,4,NA,4,4,5,5,3,5,1,4,4,NA,4,3,4,5,NA,5,NA,4,4,NA,4,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"25-34 years old","Rural","Male","OBC","Hinduism",NA
"HI","25-12-2021","Rajasthan",NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,5,NA,4,NA,NA,NA,NA,NA,NA,4,NA,3,4,5,5,5,NA,1,1,1,1,1,1,1,1,5,5,1,NA,1,1,1,1,1,5,5,1,1,5,5,1,5,1,3,3,1,3,5,5,3,4,5,5,1,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,1,1,5,4,4,1,5,5,5,5,1,1,5,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Rural","Male","OBC","Islam",NA
"HI","25-12-2021","UP",2,1,2,2,2,2,2,2,2,2,2,1,2,1,4,4,4,2,2,2,2,2,3,2,2,4,3,3,4,3,NA,1,1,5,4,2,2,2,2,5,NA,1,1,1,1,4,2,NA,NA,5,1,2,5,4,4,4,4,4,4,4,4,4,5,1,1,1,2,2,4,4,4,NA,5,2,2,2,2,2,4,4,4,NA,4,1,4,2,1,1,4,4,4,4,4,1,4,4,1,3,4,4,2,4,4,4,4,4,2,2,NA,NA,NA,NA,2,NA,NA,NA,2,2,2,2,2,2,4,"25-34 years old","Rural","Female","OBC","Islam",NA
"HI","25-12-2021","Rajasthan",NA,NA,NA,NA,2,2,1,NA,1,NA,NA,1,1,2,2,4,4,4,NA,4,5,5,4,4,4,4,4,2,5,4,4,NA,NA,3,4,2,5,3,1,NA,NA,2,1,NA,1,2,2,2,3,4,5,2,4,3,4,5,4,3,3,2,3,5,5,NA,2,2,NA,NA,4,5,5,4,4,2,NA,NA,NA,NA,4,4,5,3,5,2,4,4,NA,4,NA,5,4,NA,5,2,4,4,NA,4,NA,2,4,NA,5,NA,NA,NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,4,NA,NA,5,5,NA,NA,"25-34 years old","Rural","Male","SC","Hinduism",NA
"HI","25-12-2021","Rajasthan",2,3,1,5,5,5,5,2,2,1,5,2,2,2,5,3,2,5,5,5,4,5,3,4,4,5,5,5,5,5,3,3,3,3,1,2,2,2,2,5,1,1,1,1,1,5,1,1,5,5,5,1,5,1,5,5,1,NA,1,1,5,5,5,5,5,4,5,5,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,5,5,5,5,4,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,4,4,"25-34 years old","Rural","Male","OBC","Islam",NA
"HI","25-12-2021","UP",4,1,2,2,2,2,2,4,3,3,2,1,2,1,4,4,4,2,NA,NA,3,3,4,NA,NA,4,4,4,5,4,NA,4,2,4,4,2,4,2,2,2,2,1,1,2,1,2,2,4,4,4,2,2,4,4,4,4,1,5,4,4,4,NA,5,1,1,1,4,1,4,5,5,5,5,1,1,1,5,4,4,4,4,4,5,1,5,5,1,2,5,5,5,5,5,1,4,1,1,1,4,5,5,5,5,2,4,4,3,4,NA,NA,NA,NA,2,NA,NA,4,4,NA,NA,NA,NA,NA,4,"45-54 years old","Rural","Female","OBC","Islam",NA
"MAR","25-12-2021","Maharashtra",2,3,3,4,2,3,2,3,3,2,4,2,3,3,2,2,4,3,3,2,4,2,2,4,3,2,4,2,2,3,3,2,3,2,4,3,2,3,4,3,5,4,3,2,4,3,2,3,3,3,3,4,4,3,4,2,2,3,2,3,2,2,4,2,4,3,2,3,3,2,4,3,3,2,4,2,3,3,4,2,2,4,4,2,4,2,3,4,3,3,5,2,4,2,4,3,2,4,2,3,2,4,3,2,3,2,2,4,2,4,3,3,4,2,4,3,2,4,2,4,3,2,3,"25-34 years old","Urban","Female","General","Hinduism",NA
"HI","25-12-2021","UP",5,2,2,2,4,3,3,4,2,3,3,1,2,4,4,4,4,4,NA,NA,2,4,4,3,3,4,4,4,5,4,NA,NA,1,4,5,2,1,2,2,2,2,1,1,NA,1,4,2,1,NA,5,NA,1,5,NA,NA,NA,3,5,5,NA,5,NA,5,1,1,1,4,1,5,5,5,5,2,1,1,1,1,1,5,5,5,5,5,1,2,1,1,1,4,4,4,4,5,1,5,1,1,3,3,4,3,3,5,2,5,4,4,4,2,3,3,3,4,1,4,4,4,NA,NA,NA,NA,4,4,"25-34 years old","Rural","Male","OBC","Islam",NA
"HI","24-12-2021","Rajasthan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,NA,NA,1,5,5,1,1,1,1,5,5,1,1,1,1,5,2,5,5,5,5,1,5,1,5,5,1,5,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,2,2,5,5,5,1,5,5,5,5,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34 years old","Rural","Male","General","Hinduism",NA
"MAR","25-12-2021","Maharashtra",3,2,3,2,3,4,4,5,2,3,2,3,4,4,5,3,4,3,4,4,5,4,4,3,4,4,4,4,5,4,3,4,2,2,4,2,2,2,4,4,4,2,1,1,1,2,2,5,2,2,4,2,2,2,2,2,2,4,4,4,3,2,3,2,3,2,3,4,3,3,2,4,2,2,4,2,3,2,3,2,2,4,2,2,3,2,4,3,3,4,2,2,2,2,3,2,3,1,3,2,3,3,4,3,2,2,3,2,3,3,3,2,4,2,3,2,2,2,4,3,2,2,3,"35-44 years old","Urban","Female","OBC","Hinduism",NA
